season,date,team,opponent,venue,goals_for,goals_against,points,xg_for,xg_against,head_coach,appointment_type,rolling_ppg_10
2020/21,2020-11-08,Arsenal,Aston Villa,Home,0,3,0,1.39,1.99,Mikel Arteta,permanent,1.5
2020/21,2020-11-22,Arsenal,Leeds,Away,0,0,1,0.71,1.96,Mikel Arteta,permanent,1.6
2020/21,2020-11-29,Arsenal,Wolves,Home,1,2,0,1.12,2.01,Mikel Arteta,permanent,1.3
2020/21,2020-12-06,Arsenal,Tottenham,Away,0,2,0,0.6,0.39,Mikel Arteta,permanent,1.0
2020/21,2020-12-13,Arsenal,Burnley,Home,0,1,0,1.85,0.82,Mikel Arteta,permanent,0.7
2020/21,2020-12-16,Arsenal,Southampton,Home,1,1,1,0.66,1.11,Mikel Arteta,permanent,0.8
2020/21,2020-12-19,Arsenal,Everton,Away,1,2,0,1.25,0.66,Mikel Arteta,permanent,0.5
2020/21,2020-12-26,Arsenal,Chelsea,Home,3,1,3,1.94,2.25,Mikel Arteta,permanent,0.8
2020/21,2020-12-29,Arsenal,Brighton,Away,1,0,3,1.31,0.8,Mikel Arteta,permanent,1.1
2020/21,2021-01-02,Arsenal,West Brom,Away,4,0,3,4.03,0.87,Mikel Arteta,permanent,1.1
2020/21,2021-01-14,Arsenal,Crystal Palace,Home,0,0,1,0.37,0.71,Mikel Arteta,permanent,1.2
2020/21,2021-01-18,Arsenal,Newcastle,Home,3,0,3,2.31,0.17,Mikel Arteta,permanent,1.4
2020/21,2021-01-26,Arsenal,Southampton,Away,3,1,3,2.43,1.0,Mikel Arteta,permanent,1.7
2020/21,2021-01-30,Arsenal,Man United,Home,0,0,1,0.75,1.51,Mikel Arteta,permanent,1.8
2020/21,2021-02-02,Arsenal,Wolves,Away,1,2,0,0.72,1.56,Mikel Arteta,permanent,1.8
2020/21,2021-02-06,Arsenal,Aston Villa,Away,0,1,0,0.68,1.2,Mikel Arteta,permanent,1.7
2020/21,2021-02-14,Arsenal,Leeds,Home,4,2,3,2.51,0.77,Mikel Arteta,permanent,2.0
2020/21,2021-02-21,Arsenal,Man City,Home,0,1,0,0.33,2.09,Mikel Arteta,permanent,1.7
2020/21,2021-02-28,Arsenal,Leicester,Away,3,1,3,2.11,0.53,Mikel Arteta,permanent,1.7
2020/21,2021-03-06,Arsenal,Burnley,Away,1,1,1,2.54,1.1,Mikel Arteta,permanent,1.5
2020/21,2021-03-14,Arsenal,Tottenham,Home,2,1,3,1.57,0.71,Mikel Arteta,permanent,1.7
2020/21,2021-03-21,Arsenal,West Ham,Away,3,3,1,1.35,2.51,Mikel Arteta,permanent,1.5
2020/21,2021-04-03,Arsenal,Liverpool,Home,0,3,0,0.16,2.44,Mikel Arteta,permanent,1.2
2020/21,2021-04-11,Arsenal,Sheffield United,Away,3,0,3,1.94,0.32,Mikel Arteta,permanent,1.4
2020/21,2021-04-18,Arsenal,Fulham,Home,1,1,1,2.86,0.84,Mikel Arteta,permanent,1.5
2020/21,2021-04-23,Arsenal,Everton,Home,0,1,0,0.74,0.53,Mikel Arteta,permanent,1.5
2020/21,2021-05-02,Arsenal,Newcastle,Away,2,0,3,1.79,0.17,Mikel Arteta,permanent,1.5
2020/21,2021-05-09,Arsenal,West Brom,Home,3,1,3,1.07,1.83,Mikel Arteta,permanent,1.8
2020/21,2021-05-12,Arsenal,Chelsea,Away,1,0,3,0.69,1.57,Mikel Arteta,permanent,1.8
2020/21,2021-05-19,Arsenal,Crystal Palace,Away,3,1,3,1.79,1.0,Mikel Arteta,permanent,2.0
2020/21,2021-05-23,Arsenal,Brighton,Home,2,0,3,0.77,0.19,Mikel Arteta,permanent,2.0
2021/22,2021-08-13,Arsenal,Brentford,Away,0,2,0,1.02,1.89,Mikel Arteta,permanent,1.9
2021/22,2021-08-22,Arsenal,Chelsea,Home,0,2,0,0.63,3.64,Mikel Arteta,permanent,1.9
2021/22,2021-08-28,Arsenal,Man City,Away,0,5,0,0.12,4.47,Mikel Arteta,permanent,1.6
2021/22,2021-09-11,Arsenal,Norwich,Home,1,0,3,2.69,0.58,Mikel Arteta,permanent,1.8
2021/22,2021-09-18,Arsenal,Burnley,Away,1,0,3,1.1,0.78,Mikel Arteta,permanent,2.1
2021/22,2021-09-26,Arsenal,Tottenham,Home,3,1,3,1.44,0.98,Mikel Arteta,permanent,2.1
2021/22,2021-10-02,Arsenal,Brighton,Away,0,0,1,0.36,1.12,Mikel Arteta,permanent,1.9
2021/22,2021-10-18,Arsenal,Crystal Palace,Home,2,2,1,1.74,0.49,Mikel Arteta,permanent,1.7
2021/22,2021-10-22,Arsenal,Aston Villa,Home,3,1,3,3.5,1.41,Mikel Arteta,permanent,1.7
2021/22,2021-10-30,Arsenal,Leicester,Away,2,0,3,1.1,1.99,Mikel Arteta,permanent,1.7
2021/22,2021-11-07,Arsenal,Watford,Home,1,0,3,1.49,0.49,Mikel Arteta,permanent,2.0
2021/22,2021-11-20,Arsenal,Liverpool,Away,0,4,0,0.27,3.97,Mikel Arteta,permanent,2.0
2021/22,2021-11-27,Arsenal,Newcastle,Home,2,0,3,2.84,0.19,Mikel Arteta,permanent,2.3
2021/22,2021-12-02,Arsenal,Man United,Away,2,3,0,1.17,1.86,Mikel Arteta,permanent,2.0
2021/22,2021-12-06,Arsenal,Everton,Away,1,2,0,1.06,1.06,Mikel Arteta,permanent,1.7
2021/22,2021-12-11,Arsenal,Southampton,Home,3,0,3,2.08,0.5,Mikel Arteta,permanent,1.7
2021/22,2021-12-15,Arsenal,West Ham,Home,2,0,3,2.81,0.34,Mikel Arteta,permanent,1.9
2021/22,2021-12-18,Arsenal,Leeds,Away,4,1,3,3.69,1.31,Mikel Arteta,permanent,2.1
2021/22,2021-12-26,Arsenal,Norwich,Away,5,0,3,2.88,0.15,Mikel Arteta,permanent,2.1
2021/22,2022-01-01,Arsenal,Man City,Home,1,2,0,0.84,1.95,Mikel Arteta,permanent,1.8
2021/22,2022-01-23,Arsenal,Burnley,Home,0,0,1,1.36,0.39,Mikel Arteta,permanent,1.6
2021/22,2022-02-10,Arsenal,Wolves,Away,1,0,3,1.45,0.64,Mikel Arteta,permanent,1.9
2021/22,2022-02-19,Arsenal,Brentford,Home,2,1,3,1.52,0.64,Mikel Arteta,permanent,1.9
2021/22,2022-02-24,Arsenal,Wolves,Home,2,1,3,2.51,1.11,Mikel Arteta,permanent,2.2
2021/22,2022-03-06,Arsenal,Watford,Away,3,2,3,1.0,1.3,Mikel Arteta,permanent,2.5
2021/22,2022-03-13,Arsenal,Leicester,Home,2,0,3,2.94,0.55,Mikel Arteta,permanent,2.5
2021/22,2022-03-16,Arsenal,Liverpool,Home,0,2,0,0.53,1.28,Mikel Arteta,permanent,2.2
2021/22,2022-03-19,Arsenal,Aston Villa,Away,1,0,3,1.15,0.31,Mikel Arteta,permanent,2.2
2021/22,2022-04-04,Arsenal,Crystal Palace,Away,0,3,0,1.05,1.4,Mikel Arteta,permanent,1.9
2021/22,2022-04-09,Arsenal,Brighton,Home,1,2,0,2.35,0.6,Mikel Arteta,permanent,1.9
2021/22,2022-04-16,Arsenal,Southampton,Away,0,1,0,1.35,1.04,Mikel Arteta,permanent,1.8
2021/22,2022-04-20,Arsenal,Chelsea,Away,4,2,3,1.87,0.59,Mikel Arteta,permanent,1.8
2021/22,2022-04-23,Arsenal,Man United,Home,3,1,3,2.54,2.04,Mikel Arteta,permanent,1.8
2021/22,2022-05-01,Arsenal,West Ham,Away,2,1,3,0.96,0.45,Mikel Arteta,permanent,1.8
2021/22,2022-05-08,Arsenal,Leeds,Home,2,1,3,2.72,0.7,Mikel Arteta,permanent,1.8
2021/22,2022-05-12,Arsenal,Tottenham,Away,0,3,0,0.39,3.43,Mikel Arteta,permanent,1.5
2021/22,2022-05-16,Arsenal,Newcastle,Away,0,2,0,0.49,1.68,Mikel Arteta,permanent,1.5
2021/22,2022-05-22,Arsenal,Everton,Home,5,1,3,4.36,1.09,Mikel Arteta,permanent,1.5
2022/23,2022-08-05,Arsenal,Crystal Palace,Away,2,0,3,1.44,1.21,Mikel Arteta,permanent,1.8
2022/23,2022-08-13,Arsenal,Leicester,Home,4,2,3,3.01,0.69,Mikel Arteta,permanent,2.1
2022/23,2022-08-20,Arsenal,Bournemouth,Away,3,0,3,1.71,0.21,Mikel Arteta,permanent,2.4
2022/23,2022-08-27,Arsenal,Fulham,Home,2,1,3,2.47,0.93,Mikel Arteta,permanent,2.4
2022/23,2022-08-31,Arsenal,Aston Villa,Home,2,1,3,2.8,0.3,Mikel Arteta,permanent,2.4
2022/23,2022-09-04,Arsenal,Man United,Away,1,3,0,1.42,2.03,Mikel Arteta,permanent,2.1
2022/23,2022-09-18,Arsenal,Brentford,Away,3,0,3,1.32,0.54,Mikel Arteta,permanent,2.1
2022/23,2022-10-01,Arsenal,Tottenham,Home,3,1,3,2.48,1.5,Mikel Arteta,permanent,2.4
2022/23,2022-10-09,Arsenal,Liverpool,Home,3,2,3,2.82,0.77,Mikel Arteta,permanent,2.7
2022/23,2022-10-16,Arsenal,Leeds,Away,1,0,3,0.82,2.02,Mikel Arteta,permanent,2.7
2022/23,2022-10-23,Arsenal,Southampton,Away,1,1,1,1.58,0.62,Mikel Arteta,permanent,2.5
2022/23,2022-10-30,Arsenal,Nott'm Forest,Home,5,0,3,3.01,0.21,Mikel Arteta,permanent,2.5
2022/23,2022-11-06,Arsenal,Chelsea,Away,1,0,3,2.38,0.28,Mikel Arteta,permanent,2.5
2022/23,2022-11-12,Arsenal,Wolves,Away,2,0,3,2.28,0.51,Mikel Arteta,permanent,2.5
2022/23,2022-12-26,Arsenal,West Ham,Home,3,1,3,1.89,1.03,Mikel Arteta,permanent,2.5
2022/23,2022-12-31,Arsenal,Brighton,Away,4,2,3,3.22,1.16,Mikel Arteta,permanent,2.8
2022/23,2023-01-03,Arsenal,Newcastle,Home,0,0,1,0.97,0.96,Mikel Arteta,permanent,2.6
2022/23,2023-01-15,Arsenal,Tottenham,Away,2,0,3,2.04,1.71,Mikel Arteta,permanent,2.6
2022/23,2023-01-22,Arsenal,Man United,Home,3,2,3,2.9,0.27,Mikel Arteta,permanent,2.6
2022/23,2023-02-04,Arsenal,Everton,Away,0,1,0,0.69,2.09,Mikel Arteta,permanent,2.3
2022/23,2023-02-11,Arsenal,Brentford,Home,1,1,1,1.37,2.18,Mikel Arteta,permanent,2.3
2022/23,2023-02-15,Arsenal,Man City,Home,1,3,0,1.7,2.01,Mikel Arteta,permanent,2.0
2022/23,2023-02-18,Arsenal,Aston Villa,Away,4,2,3,2.86,0.34,Mikel Arteta,permanent,2.0
2022/23,2023-02-25,Arsenal,Leicester,Away,1,0,3,0.72,0.02,Mikel Arteta,permanent,2.0
2022/23,2023-03-01,Arsenal,Everton,Home,4,0,3,3.07,1.6,Mikel Arteta,permanent,2.0
2022/23,2023-03-04,Arsenal,Bournemouth,Home,3,2,3,2.46,1.74,Mikel Arteta,permanent,2.0
2022/23,2023-03-12,Arsenal,Fulham,Away,3,0,3,2.64,0.62,Mikel Arteta,permanent,2.2
2022/23,2023-03-19,Arsenal,Crystal Palace,Home,4,1,3,1.54,1.19,Mikel Arteta,permanent,2.2
2022/23,2023-04-01,Arsenal,Leeds,Home,4,1,3,3.3,0.5,Mikel Arteta,permanent,2.2
2022/23,2023-04-09,Arsenal,Liverpool,Away,2,2,1,1.54,4.64,Mikel Arteta,permanent,2.3
2022/23,2023-04-16,Arsenal,West Ham,Away,2,2,1,2.72,1.96,Mikel Arteta,permanent,2.3
2022/23,2023-04-21,Arsenal,Southampton,Home,3,3,1,2.4,1.43,Mikel Arteta,permanent,2.4
2022/23,2023-04-26,Arsenal,Man City,Away,1,4,0,0.4,2.01,Mikel Arteta,permanent,2.1
2022/23,2023-05-02,Arsenal,Chelsea,Home,3,1,3,2.78,0.79,Mikel Arteta,permanent,2.1
2022/23,2023-05-07,Arsenal,Newcastle,Away,2,0,3,1.29,1.37,Mikel Arteta,permanent,2.1
2022/23,2023-05-14,Arsenal,Brighton,Home,0,3,0,0.96,2.21,Mikel Arteta,permanent,1.8
2022/23,2023-05-20,Arsenal,Nott'm Forest,Away,0,1,0,0.49,1.14,Mikel Arteta,permanent,1.5
2022/23,2023-05-28,Arsenal,Wolves,Home,5,0,3,3.02,0.39,Mikel Arteta,permanent,1.5
2023/24,2023-08-12,Arsenal,Nott'm Forest,Home,2,1,3,0.84,0.97,Mikel Arteta,permanent,1.5
2023/24,2023-08-21,Arsenal,Crystal Palace,Away,1,0,3,2.21,1.07,Mikel Arteta,permanent,1.7
2023/24,2023-08-26,Arsenal,Fulham,Home,2,2,1,3.23,0.85,Mikel Arteta,permanent,1.7
2023/24,2023-09-03,Arsenal,Man United,Home,3,1,3,1.91,0.97,Mikel Arteta,permanent,1.9
2023/24,2023-09-17,Arsenal,Everton,Away,1,0,3,0.8,0.28,Mikel Arteta,permanent,2.2
2023/24,2023-09-24,Arsenal,Tottenham,Home,2,2,1,2.34,2.21,Mikel Arteta,permanent,2.0
2023/24,2023-09-30,Arsenal,Bournemouth,Away,4,0,3,4.07,0.64,Mikel Arteta,permanent,2.0
2023/24,2023-10-08,Arsenal,Man City,Home,1,0,3,0.39,0.86,Mikel Arteta,permanent,2.3
2023/24,2023-10-21,Arsenal,Chelsea,Away,2,2,1,1.06,1.72,Mikel Arteta,permanent,2.4
2023/24,2023-10-28,Arsenal,Sheffield United,Home,5,0,3,3.03,0.03,Mikel Arteta,permanent,2.4
2023/24,2023-11-04,Arsenal,Newcastle,Away,0,1,0,0.54,1.12,Mikel Arteta,permanent,2.1
2023/24,2023-11-11,Arsenal,Burnley,Home,3,1,3,2.63,0.33,Mikel Arteta,permanent,2.1
2023/24,2023-11-25,Arsenal,Brentford,Away,1,0,3,1.83,1.66,Mikel Arteta,permanent,2.3
2023/24,2023-12-02,Arsenal,Wolves,Home,2,1,3,3.3,1.08,Mikel Arteta,permanent,2.3
2023/24,2023-12-05,Arsenal,Luton,Away,4,3,3,2.59,0.53,Mikel Arteta,permanent,2.3
2023/24,2023-12-09,Arsenal,Aston Villa,Away,0,1,0,1.72,0.63,Mikel Arteta,permanent,2.2
2023/24,2023-12-17,Arsenal,Brighton,Home,2,0,3,2.77,0.66,Mikel Arteta,permanent,2.2
2023/24,2023-12-23,Arsenal,Liverpool,Away,1,1,1,0.85,0.98,Mikel Arteta,permanent,2.0
2023/24,2023-12-28,Arsenal,West Ham,Home,0,2,0,2.79,1.6,Mikel Arteta,permanent,1.9
2023/24,2023-12-31,Arsenal,Fulham,Away,1,2,0,1.66,1.53,Mikel Arteta,permanent,1.6
2023/24,2024-01-20,Arsenal,Crystal Palace,Home,5,0,3,3.52,0.29,Mikel Arteta,permanent,1.9
2023/24,2024-01-30,Arsenal,Nott'm Forest,Away,2,1,3,1.39,0.63,Mikel Arteta,permanent,1.9
2023/24,2024-02-04,Arsenal,Liverpool,Home,3,1,3,2.85,0.54,Mikel Arteta,permanent,1.9
2023/24,2024-02-11,Arsenal,West Ham,Away,6,0,3,4.0,0.19,Mikel Arteta,permanent,1.9
2023/24,2024-02-17,Arsenal,Burnley,Away,5,0,3,2.21,0.34,Mikel Arteta,permanent,1.9
2023/24,2024-02-24,Arsenal,Newcastle,Home,4,1,3,2.59,0.22,Mikel Arteta,permanent,2.2
2023/24,2024-03-04,Arsenal,Sheffield United,Away,6,0,3,2.47,0.2,Mikel Arteta,permanent,2.2
2023/24,2024-03-09,Arsenal,Brentford,Home,2,1,3,1.59,0.73,Mikel Arteta,permanent,2.4
2023/24,2024-03-31,Arsenal,Man City,Away,0,0,1,0.51,1.22,Mikel Arteta,permanent,2.5
2023/24,2024-04-03,Arsenal,Luton,Home,2,0,3,1.14,0.29,Mikel Arteta,permanent,2.8
2023/24,2024-04-06,Arsenal,Brighton,Away,3,0,3,4.17,0.43,Mikel Arteta,permanent,2.8
2023/24,2024-04-14,Arsenal,Aston Villa,Home,0,2,0,1.89,0.93,Mikel Arteta,permanent,2.5
2023/24,2024-04-20,Arsenal,Wolves,Away,2,0,3,1.66,0.16,Mikel Arteta,permanent,2.5
2023/24,2024-04-23,Arsenal,Chelsea,Home,5,0,3,3.46,1.6,Mikel Arteta,permanent,2.5
2023/24,2024-04-28,Arsenal,Tottenham,Away,3,2,3,1.51,2.6,Mikel Arteta,permanent,2.5
2023/24,2024-05-04,Arsenal,Bournemouth,Home,3,0,3,3.91,0.47,Mikel Arteta,permanent,2.5
2023/24,2024-05-12,Arsenal,Man United,Away,1,0,3,1.73,0.55,Mikel Arteta,permanent,2.5
2023/24,2024-05-19,Arsenal,Everton,Home,2,1,3,3.21,0.66,Mikel Arteta,permanent,2.5
2024/25,2024-08-17,Arsenal,Wolves,Home,2,0,3,1.63,0.58,Mikel Arteta,permanent,2.7
2024/25,2024-08-24,Arsenal,Aston Villa,Away,2,0,3,1.41,1.32,Mikel Arteta,permanent,2.7
2024/25,2024-08-31,Arsenal,Brighton,Home,1,1,1,2.42,1.82,Mikel Arteta,permanent,2.5
2024/25,2024-09-15,Arsenal,Tottenham,Away,1,0,3,1.12,0.79,Mikel Arteta,permanent,2.8
2024/25,2024-09-22,Arsenal,Man City,Away,2,2,1,1.28,2.76,Mikel Arteta,permanent,2.6
2024/25,2024-09-28,Arsenal,Leicester,Home,4,2,3,6.05,0.34,Mikel Arteta,permanent,2.6
2024/25,2024-10-05,Arsenal,Southampton,Home,3,1,3,3.25,1.27,Mikel Arteta,permanent,2.6
2024/25,2024-10-19,Arsenal,Bournemouth,Away,0,2,0,0.74,2.18,Mikel Arteta,permanent,2.3
2024/25,2024-10-27,Arsenal,Liverpool,Home,2,2,1,1.09,1.35,Mikel Arteta,permanent,2.1
2024/25,2024-11-02,Arsenal,Newcastle,Away,0,1,0,0.91,0.86,Mikel Arteta,permanent,1.8
2024/25,2024-11-10,Arsenal,Chelsea,Away,1,1,1,1.96,1.24,Mikel Arteta,permanent,1.6
2024/25,2024-11-23,Arsenal,Nott'm Forest,Home,3,0,3,1.66,0.4,Mikel Arteta,permanent,1.6
2024/25,2024-11-30,Arsenal,West Ham,Away,5,2,3,4.0,1.24,Mikel Arteta,permanent,1.8
2024/25,2024-12-04,Arsenal,Man United,Home,2,0,3,2.97,0.26,Mikel Arteta,permanent,1.8
2024/25,2024-12-08,Arsenal,Fulham,Away,1,1,1,2.43,0.15,Mikel Arteta,permanent,1.8
2024/25,2024-12-14,Arsenal,Everton,Home,0,0,1,1.31,0.13,Mikel Arteta,permanent,1.6
2024/25,2024-12-21,Arsenal,Crystal Palace,Away,5,1,3,3.05,1.61,Mikel Arteta,permanent,1.6
2024/25,2024-12-27,Arsenal,Ipswich,Home,1,0,3,2.16,0.08,Mikel Arteta,permanent,1.9
2024/25,2025-01-01,Arsenal,Brentford,Away,3,1,3,2.0,0.27,Mikel Arteta,permanent,2.1
2024/25,2025-01-04,Arsenal,Brighton,Away,1,1,1,1.81,1.77,Mikel Arteta,permanent,2.2
2024/25,2025-01-15,Arsenal,Tottenham,Home,2,1,3,2.26,0.78,Mikel Arteta,permanent,2.4
2024/25,2025-01-18,Arsenal,Aston Villa,Home,2,2,1,1.64,1.21,Mikel Arteta,permanent,2.2
2024/25,2025-01-25,Arsenal,Wolves,Away,1,0,3,0.89,0.51,Mikel Arteta,permanent,2.2
2024/25,2025-02-02,Arsenal,Man City,Home,5,1,3,1.53,0.74,Mikel Arteta,permanent,2.2
2024/25,2025-02-15,Arsenal,Leicester,Away,2,0,3,1.75,0.23,Mikel Arteta,permanent,2.4
2024/25,2025-02-22,Arsenal,West Ham,Home,0,1,0,1.37,1.03,Mikel Arteta,permanent,2.3
2024/25,2025-02-26,Arsenal,Nott'm Forest,Away,0,0,1,1.32,0.51,Mikel Arteta,permanent,2.1
2024/25,2025-03-09,Arsenal,Man United,Away,1,1,1,1.83,1.31,Mikel Arteta,permanent,1.9
2024/25,2025-03-16,Arsenal,Chelsea,Home,1,0,3,0.7,0.29,Mikel Arteta,permanent,1.9
2024/25,2025-04-01,Arsenal,Fulham,Home,2,1,3,2.3,1.44,Mikel Arteta,permanent,2.1
2024/25,2025-04-05,Arsenal,Everton,Away,1,1,1,1.4,1.23,Mikel Arteta,permanent,1.9
2024/25,2025-04-12,Arsenal,Brentford,Home,1,1,1,0.77,0.59,Mikel Arteta,permanent,1.9
2024/25,2025-04-20,Arsenal,Ipswich,Away,4,0,3,2.81,0.19,Mikel Arteta,permanent,1.9
2024/25,2025-04-23,Arsenal,Crystal Palace,Home,2,2,1,1.92,2.51,Mikel Arteta,permanent,1.7
2024/25,2025-05-03,Arsenal,Bournemouth,Home,1,2,0,2.05,1.42,Mikel Arteta,permanent,1.4
2024/25,2025-05-11,Arsenal,Liverpool,Away,2,2,1,2.19,2.75,Mikel Arteta,permanent,1.5
2024/25,2025-05-18,Arsenal,Newcastle,Home,1,0,3,1.16,2.25,Mikel Arteta,permanent,1.7
2024/25,2025-05-25,Arsenal,Southampton,Away,2,1,3,2.41,0.6,Mikel Arteta,permanent,1.9
2025/26,2025-08-17,Arsenal,Man United,Away,1,0,3,1.33,1.38,Mikel Arteta,permanent,1.9
2025/26,2025-08-23,Arsenal,Leeds,Home,5,0,3,2.74,0.16,Mikel Arteta,permanent,1.9
2025/26,2025-08-31,Arsenal,Liverpool,Away,0,1,0,0.49,0.48,Mikel Arteta,permanent,1.8
2025/26,2025-09-13,Arsenal,Nott'm Forest,Home,3,0,3,2.88,0.29,Mikel Arteta,permanent,2.0
2025/26,2025-09-21,Arsenal,Man City,Home,1,1,1,0.72,1.12,Mikel Arteta,permanent,1.8
2025/26,2025-09-28,Arsenal,Newcastle,Away,2,1,3,2.07,0.74,Mikel Arteta,permanent,2.0
2025/26,2025-10-04,Arsenal,West Ham,Home,2,0,3,3.06,0.86,Mikel Arteta,permanent,2.3
2025/26,2025-10-18,Arsenal,Fulham,Away,1,0,3,2.08,0.5,Mikel Arteta,permanent,2.5
2025/26,2025-10-26,Arsenal,Crystal Palace,Home,1,0,3,0.86,0.35,Mikel Arteta,permanent,2.5
2025/26,2025-11-01,Arsenal,Burnley,Away,2,0,3,2.52,0.68,Mikel Arteta,permanent,2.5
2025/26,2025-11-08,Arsenal,Sunderland,Away,2,2,1,2.33,1.2,Mikel Arteta,permanent,2.3
2025/26,2025-11-23,Arsenal,Tottenham,Home,4,1,3,2.28,0.03,Mikel Arteta,permanent,2.3
2025/26,2025-11-30,Arsenal,Chelsea,Away,1,1,1,1.23,0.79,Mikel Arteta,permanent,2.4
2025/26,2025-12-03,Arsenal,Brentford,Home,2,0,3,2.63,0.59,Mikel Arteta,permanent,2.4
2025/26,2025-12-06,Arsenal,Aston Villa,Away,1,2,0,1.86,2.72,Mikel Arteta,permanent,2.3
2025/26,2025-12-13,Arsenal,Wolves,Home,2,1,3,1.62,0.62,Mikel Arteta,permanent,2.3
2025/26,2025-12-20,Arsenal,Everton,Away,1,0,3,1.85,0.21,Mikel Arteta,permanent,2.3
2025/26,2025-12-27,Arsenal,Brighton,Home,2,1,3,2.54,0.71,Mikel Arteta,permanent,2.3
2025/26,2025-12-30,Arsenal,Aston Villa,Home,4,1,3,4.41,2.94,Mikel Arteta,permanent,2.3
2025/26,2026-01-03,Arsenal,Bournemouth,Away,3,2,3,1.28,0.95,Mikel Arteta,permanent,2.3
2025/26,2026-01-08,Arsenal,Liverpool,Home,0,0,1,0.7,0.32,Mikel Arteta,permanent,2.3
2025/26,2026-01-17,Arsenal,Nott'm Forest,Away,0,0,1,2.86,0.32,Mikel Arteta,permanent,2.1
2025/26,2026-01-25,Arsenal,Man United,Home,2,3,0,1.42,0.64,Mikel Arteta,permanent,2.0
2025/26,2026-01-31,Arsenal,Leeds,Away,4,0,3,3.54,0.18,Mikel Arteta,permanent,2.0
2025/26,2026-02-07,Arsenal,Sunderland,Home,3,0,3,1.19,0.43,Mikel Arteta,permanent,2.3
2025/26,2026-02-12,Arsenal,Brentford,Away,1,1,1,0.78,1.81,Mikel Arteta,permanent,2.1
2025/26,2026-02-18,Arsenal,Wolves,Away,2,2,1,2.01,0.17,Mikel Arteta,permanent,1.9
2025/26,2026-02-22,Arsenal,Tottenham,Away,4,1,3,3.32,0.38,Mikel Arteta,permanent,1.9
2025/26,2026-03-01,Arsenal,Chelsea,Home,2,1,3,1.72,1.35,Mikel Arteta,permanent,1.9
2025/26,2026-03-04,Arsenal,Brighton,Away,1,0,3,0.51,0.92,Mikel Arteta,permanent,1.9
2025/26,2026-03-14,Arsenal,Everton,Home,2,0,3,1.91,1.18,Mikel Arteta,permanent,2.1
2025/26,2026-04-11,Arsenal,Bournemouth,Home,1,2,0,3.16,1.39,Mikel Arteta,permanent,2.0
2025/26,2026-04-19,Arsenal,Man City,Away,1,2,0,2.29,2.62,Mikel Arteta,permanent,2.0
2025/26,2026-04-25,Arsenal,Newcastle,Home,1,0,3,0.64,0.87,Mikel Arteta,permanent,2.0
2025/26,2026-05-02,Arsenal,Fulham,Home,3,0,3,4.09,0.7,Mikel Arteta,permanent,2.0
2025/26,2026-05-10,Arsenal,West Ham,Away,1,0,3,1.43,1.32,Mikel Arteta,permanent,2.2
2025/26,2026-05-18,Arsenal,Burnley,Home,1,0,3,1.23,0.19,Mikel Arteta,permanent,2.4
2025/26,2026-05-24,Arsenal,Crystal Palace,Away,2,1,3,3.91,1.0,Mikel Arteta,permanent,2.4
2014/15,2014-08-16,Aston Villa,Stoke,Away,1,0,3,0.91,0.42,Paul Lambert,first spell in data,
2014/15,2014-08-23,Aston Villa,Newcastle,Home,0,0,1,0.51,0.7,Paul Lambert,first spell in data,
2014/15,2014-08-31,Aston Villa,Hull,Home,2,1,3,0.64,0.29,Paul Lambert,first spell in data,
2014/15,2014-09-13,Aston Villa,Liverpool,Away,1,0,3,0.7,0.73,Paul Lambert,first spell in data,
2014/15,2014-09-20,Aston Villa,Arsenal,Home,0,3,0,0.65,1.36,Paul Lambert,first spell in data,
2014/15,2014-09-27,Aston Villa,Chelsea,Away,0,3,0,0.23,3.14,Paul Lambert,first spell in data,
2014/15,2014-10-04,Aston Villa,Man City,Home,0,2,0,0.69,2.31,Paul Lambert,first spell in data,
2014/15,2014-10-18,Aston Villa,Everton,Away,0,3,0,0.37,1.67,Paul Lambert,first spell in data,
2014/15,2014-10-27,Aston Villa,QPR,Away,0,2,0,1.19,0.82,Paul Lambert,first spell in data,
2014/15,2014-11-02,Aston Villa,Tottenham,Home,1,2,0,0.87,2.54,Paul Lambert,first spell in data,1.0
2014/15,2014-11-08,Aston Villa,West Ham,Away,0,0,1,0.56,1.48,Paul Lambert,first spell in data,0.8
2014/15,2014-11-24,Aston Villa,Southampton,Home,1,1,1,1.13,0.86,Paul Lambert,first spell in data,0.8
2014/15,2014-11-29,Aston Villa,Burnley,Away,1,1,1,1.09,2.31,Paul Lambert,first spell in data,0.6
2014/15,2014-12-02,Aston Villa,Crystal Palace,Away,1,0,3,0.19,0.8,Paul Lambert,first spell in data,0.6
2014/15,2014-12-07,Aston Villa,Leicester,Home,2,1,3,1.98,1.01,Paul Lambert,first spell in data,0.9
2014/15,2014-12-13,Aston Villa,West Brom,Away,0,1,0,0.27,1.44,Paul Lambert,first spell in data,0.9
2014/15,2014-12-20,Aston Villa,Man United,Home,1,1,1,0.58,1.07,Paul Lambert,first spell in data,1.0
2014/15,2014-12-26,Aston Villa,Swansea,Away,0,1,0,1.42,0.6,Paul Lambert,first spell in data,1.0
2014/15,2014-12-28,Aston Villa,Sunderland,Home,0,0,1,0.65,0.85,Paul Lambert,first spell in data,1.1
2014/15,2015-01-01,Aston Villa,Crystal Palace,Home,0,0,1,1.39,0.58,Paul Lambert,first spell in data,1.2
2014/15,2015-01-10,Aston Villa,Leicester,Away,0,1,0,0.61,2.37,Paul Lambert,first spell in data,1.1
